Name,Departments,Hospital,Profile
"Meagan Adley, PsyD",Center for Autism,Cleveland Clinic,https://my.clevelandclinic.orgstaff/22628-meagan-adley
"Maureen Ahmann, DO",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/23358-maureen-ahmann
"Mohammed Aldosari, MD",Center for Pediatric Neurosciences,Cleveland Clinic,https://my.clevelandclinic.orgstaff/18963-mohammed-aldosari
"Catherine Allan, MD","Pediatric Cardiology, Pediatric Critical Care Medicine",Cleveland Clinic,https://my.clevelandclinic.orgstaff/31948-catherine-allan
"Adnan Alsadah, MD","Center for Personalized Genetic Healthcare, Pediatric Institute",Cleveland Clinic,https://my.clevelandclinic.orgstaff/21554-adnan-alsadah
"Rachael Altman, CNP",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/28169-rachael-altman
"Briana Amato, CNP",Urology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/32612-briana-amato
"Shahnawaz Amdani, MD","Pediatric Cardiology, Cardiovascular Medicine",Cleveland Clinic,https://my.clevelandclinic.orgstaff/23681-shahnawaz-amdani
"Peter Anderson, MD","Pediatric Hematology Oncology and Blood and Marrow Transplantation, Hematology and Medical Oncology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/19765-peter-anderson
"Lucy Andrews-Mann, CNP",Pediatric Surgery,Cleveland Clinic,https://my.clevelandclinic.orgstaff/7268-lucy-andrews-mann
"Samantha Anne, MD",Otolaryngology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/9164-samantha-anne
"Marjan Attaran, MD",Subspecialty Care for Women's Health,Cleveland Clinic,https://my.clevelandclinic.orgstaff/1892-marjan-attaran
"Moises Auron, MD","Hospital Medicine, Pediatric Hospital Medicine",Cleveland Clinic,https://my.clevelandclinic.orgstaff/8341-moises-auron
"Joseph Austerman, DO",Center for Pediatric Behavioral Health,Cleveland Clinic,https://my.clevelandclinic.orgstaff/8852-joseph-austerman
"Hany Aziz, MD",Neonatology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/4204-hany-aziz
"Peter Aziz, MD",Pediatric Cardiology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/15150-peter-aziz
"Allison Babiuch, MD",Ophthalmology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/18819-allison-babiuch
"Ruchi Babriwala, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/26199-ruchi-babriwala
"Mark Bain, MD","Cerebrovascular Center, Brain Tumor and Neuro-Oncology Center",Cleveland Clinic,https://my.clevelandclinic.orgstaff/14897-mark-bain
"Orkun Baloglu, MD","Pediatric Critical Care Medicine, Pediatric Cardiology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/19832-orkun-baloglu
"Gerard Banez, PhD",Center for Pediatric Behavioral Health,Cleveland Clinic,https://my.clevelandclinic.orgstaff/2996-gerard-banez
"Jessica Barry, MD",Pediatric Gastroenterology Hepatology and Nutrition,Cleveland Clinic,https://my.clevelandclinic.orgstaff/25029-jessica-barry
"Eman Bascal, CNP",Pediatric Cardiology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/30860-eman-bascal
"Samar Bashour, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/17396-samar-bashour
"Bahar Bassiri Gharb, MD, PhD","Plastic Surgery, Biomedical Engineering",Cleveland Clinic,https://my.clevelandclinic.orgstaff/19059-bahar-bassiri-gharb
"Scott Beichner, DO",Pediatric Hospital Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/8782-scott-beichner
"Edgard Bendaly, MD",Pediatric Cardiology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/25186-edgard-bendaly
"Timothy Benik, DO",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/29346-timothy-benik
"Ethan Benore, PhD",Center for Pediatric Behavioral Health,Cleveland Clinic,https://my.clevelandclinic.orgstaff/16773-ethan-benore
"William Bingaman, MD","Epilepsy Center, Neurological Surgery, Center for Spine Health, Neurological Institute",Cleveland Clinic,https://my.clevelandclinic.orgstaff/2085-william-bingaman
"Marcia Bitting, CNP",Center for Developmental  Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/25399-marcia-bitting
"Jaclyn Bjelac, MD",Center of Pediatric Allergy and Immunology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/20561-jaclyn-bjelac
"Angela Bliss, CNP, DNP",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/20425-angela-bliss
"Nella Blyumin, MD",Pediatric Hospital Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/8416-nella-blyumin
"Amy Bobrowski, MD",Center for Pediatric Nephrology and Hypertension,Cleveland Clinic,https://my.clevelandclinic.orgstaff/26659-amy-bobrowski
"Alina Bodas, MD",Pediatric Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/14051-alina-bodas
"Sara Bohac, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/18351-sara-bohac
"Vera Borzova, MD",Pediatric Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/14383-vera-borzova
"Raed Bou Matar, MD",Center for Pediatric Nephrology and Hypertension,Cleveland Clinic,https://my.clevelandclinic.orgstaff/16162-raed-bou-matar
"Natalie Bowersox, MD",Obstetrics and Gynecology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/9488-natalie-bowersox
"Gerard J. Boyle, MD","Pediatric Cardiology, Transplantation Center, Cardiovascular Medicine",Cleveland Clinic,https://my.clevelandclinic.orgstaff/5854-gerard-j-boyle
"Elizabeth B. Brooks, MD, PhD",Center for Pediatric Rheumatology and Immunology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/23911-elizabeth-b-brooks
"Jennifer Brubaker, CNP",Sleep Disorders Center,Cleveland Clinic,https://my.clevelandclinic.orgstaff/13838-jennifer-brubaker
"Joanna Buckingham, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/31675-joanna-buckingham
"Ilia Buhtoiarov, MD","Pediatric Hematology Oncology and Blood and Marrow Transplantation, Hematology and Medical Oncology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/19948-ilia-buhtoiarov
"Vladimir Burdjalov, MD",Neonatology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/4541-vladimir-burdjalov
"Melissa Burgett, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/9093-melissa-burgett
"David Burke, DO","Primary Care Pediatrics, International Operations",Cleveland Clinic,https://my.clevelandclinic.orgstaff/3425-david-burke
"Gary Butchko, MD",Pediatric Cardiology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/29992-gary-butchko
"Sheila Cain, MD",Allergy and Clinical Immunology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/5043-sheila-cain
"Cheryl Cairns, DNP",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/5803-cheryl-cairns
"Minh-Y Canh, DO",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/24136-minh-y-canh
"Silvia Cardenas-Zegarra, MD",Center for Pediatric Pulmonary Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/18040-silvia-cardenas-zegarra
"John Carl, MD","Center for Pediatric Pulmonary Medicine, Pediatric Cardiology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/9298-john-carl
"Kristin Carter, MD",Pediatric Hospital Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/30371-kristin-carter
"Darrell Cass, MD","General Surgery, Subspecialty Care for Women's Health",Cleveland Clinic,https://my.clevelandclinic.orgstaff/22792-darrell-cass
"Pilar Castro, MD","Pediatric Anesthesiology, Center for Obstetrical Anesthesiology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/8653-pilar-castro
"Julie Cernanec, MD",Pediatric Hospital Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/13569-julie-cernanec
"Samuel Chao, MD","Brain Tumor and Neuro-Oncology Center, Radiation Oncology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/7415-samuel-chao
"Jeff Chapa, MD",Obstetrics and Gynecology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/8207-jeff-chapa
"Heta Chatterjee, CNP",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/18460-heta-chatterjee
"Paula Chaves Mari, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/28334-paula-chaves-mari
"Kimberly Churbock, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/22345-kimberly-churbock
"Andrea Cleveland, CNP",Center for Pediatric Neurology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/30103-andrea-cleveland
"Suzanne Connolly, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/14334-suzanne-connolly
"Seth Corey, MD","Pediatric Hematology Oncology and Blood and Marrow Transplantation, Cancer Biology, Hematology and Medical Oncology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/24017-seth-corey
"Victoria Cornette, MD","Internal Medicine, Primary Care Pediatrics",Cleveland Clinic,https://my.clevelandclinic.orgstaff/2061-victoria-cornette
"Katherine Corvi, PsyD",Center for Pediatric Behavioral Health,Cleveland Clinic,https://my.clevelandclinic.orgstaff/26956-katherine-corvi
"Katie Creager, CNP",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/16690-katie-creager
"Anna Crist, MD",Neonatology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/30104-anna-crist
"Cara Cuddy, PhD",Center for Pediatric Behavioral Health,Cleveland Clinic,https://my.clevelandclinic.orgstaff/4978-cara-cuddy
"Carrie Cuffman, MD",Center for Developmental  Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/26835-carrie-cuffman
"Diane Cutter Ali, DO",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/2105-diane-cutter-ali
"Heather Daniels, DO",Center for Pediatric Infectious Diseases,Cleveland Clinic,https://my.clevelandclinic.orgstaff/18868-heather-daniels
"Kshama Daphtary, MD",Pediatric Critical Care Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/16457-kshama-daphtary
"Katherine Dell, MD","Center for Pediatric Nephrology and Hypertension, Center for Pediatric Research, Inflammation and Immunity",Cleveland Clinic,https://my.clevelandclinic.orgstaff/18441-katherine-dell
"Abby Demianczyk, PhD",Children’s Behavioral Health and Neurosciences,Cleveland Clinic,https://my.clevelandclinic.orgstaff/29872-abby-demianczyk
"Jennifer DePalma-Duersch, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/29354-jennifer-depalma-duersch
"Anthony DeRoss, MD",Pediatric Surgery,Cleveland Clinic,https://my.clevelandclinic.orgstaff/18626-anthony-deross
"Lisa Diard, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/1929-lisa-diard
"John DiFiore, MD",Pediatric Surgery,Cleveland Clinic,https://my.clevelandclinic.orgstaff/2922-john-difiore
"Brenda DiGiulio, CNP",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/29945-brenda-digiulio
"Amy DiMarino, DO",Center for Pediatric Pulmonary Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/32505-amy-dimarino
"Kara Ditlevson, DO",Pediatric Hospital Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/22441-kara-ditlevson
"Kristi Dubinsky, DO",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/13676-kristi-dubinsky
"Kristen Eastman, PsyD",Center for Pediatric Behavioral Health,Cleveland Clinic,https://my.clevelandclinic.orgstaff/3689-kristen-eastman
"Iqbal El Assaad, MD",Pediatric Cardiology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/29007-iqbal-el-assaad
"Katie Ellis, DO",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/32083-katie-ellis
"Brett Elo, DO","Intensive Care and Resuscitation, Center for Obstetrical Anesthesiology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/19844-brett-elo
"Francine Erenberg, MD",Pediatric Cardiology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/9539-francine-erenberg
"Angelika Erwin, MD, PhD",Center for Personalized Genetic Healthcare,Cleveland Clinic,https://my.clevelandclinic.orgstaff/18535-angelika-erwin
"Kate Eshleman, PsyD",Center for Pediatric Behavioral Health,Cleveland Clinic,https://my.clevelandclinic.orgstaff/13791-kate-eshleman
"Frank Esper, MD","Center for Pediatric Infectious Diseases, LRI Infection Biology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/22314-frank-esper
"Karen Estrella, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/23823-karen-estrella
"Chidiebere Ezetendu, MD","Pediatric Critical Care Medicine, Center for Emergency Medicine-Main Campus",Cleveland Clinic,https://my.clevelandclinic.orgstaff/18864-chidiebere-ezetendu
"Stephanie Fabry, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/32099-stephanie-fabry
"Tatiana Falcone, MD",Epilepsy Center,Cleveland Clinic,https://my.clevelandclinic.orgstaff/8196-tatiana-falcone
"Genevive Falconi, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/4294-genevive-falconi
"Lutul Farrow, MD",Orthopaedic Surgery,Cleveland Clinic,https://my.clevelandclinic.orgstaff/15233-lutul-farrow
"Lisa Feinberg, MD",Pediatric Gastroenterology Hepatology and Nutrition,Cleveland Clinic,https://my.clevelandclinic.orgstaff/6666-lisa-feinberg
"Hallie Fetterman, PhD",Center for Pediatric Behavioral Health,Cleveland Clinic,https://my.clevelandclinic.orgstaff/30962-hallie-fetterman
"Christine Field, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/29485-christine-field
"Richard Figler, MD",Orthopaedic Surgery,Cleveland Clinic,https://my.clevelandclinic.orgstaff/7097-richard-figler
"Christina Fink, MD",Pediatric Cardiology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/26632-christina-fink
"Lori Finley, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/8438-lori-finley
"Vaishali Flask, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/3664-vaishali-flask
"Conrad Foley, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/3620-conrad-foley
"Charles Foster, MD",Center for Pediatric Infectious Diseases,Cleveland Clinic,https://my.clevelandclinic.orgstaff/7650-charles-foster
"Scott Francy, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/3203-scott-francy
"Ben Freiberg, MD",Pediatric Gastroenterology Hepatology and Nutrition,Cleveland Clinic,https://my.clevelandclinic.orgstaff/28602-ben-freiberg
"Catherine Gaw, PsyD",Children’s Behavioral Health and Neurosciences,Cleveland Clinic,https://my.clevelandclinic.orgstaff/3031-catherine-gaw
"Edward Gaydos, DO",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/21734-edward-gaydos
"Dianna Geary, CNP",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/28117-dianna-geary
"Jason Genin, DO","Orthopaedic Surgery, Administration",Cleveland Clinic,https://my.clevelandclinic.orgstaff/15144-jason-genin
"Rachel Georgopoulos, MD",Head and Neck Institute,Cleveland Clinic,https://my.clevelandclinic.orgstaff/23572-rachel-georgopoulos
"Allison Gerges, CNP",Pediatric Cardiology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/32165-allison-gerges
"Sherine Ghafoori, MD",Pediatric Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/30662-sherine-ghafoori
"Fatema Ghasia, MD",Ophthalmology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/17189-fatema-ghasia
"Deborah Ghazoul, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/14319-deborah-ghazoul
"Ashley Giel, CNP",Center for Pediatric Neurology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/26537-ashley-giel
"Kimberly Gifford, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/28755-kimberly-gifford
"Amanjit Gill, MD","Imaging Institute, Diagnostic Radiology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/13850-amanjit-gill
"Amrit Gill, MD","Pediatric Hospital Medicine, Quality and Patient Safety Institute",Cleveland Clinic,https://my.clevelandclinic.orgstaff/13818-amrit-gill
"Kimberly Giuliano, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/7605-kimberly-giuliano
"Deborah Goldman, MD",Pediatric Gastroenterology Hepatology and Nutrition,Cleveland Clinic,https://my.clevelandclinic.orgstaff/20980-deborah-goldman
"Blanca Gonzalez, MD",Center for Pediatric Infectious Diseases,Cleveland Clinic,https://my.clevelandclinic.orgstaff/17419-blanca-gonzalez
"Ryan Goodwin, MD",Orthopaedic Surgery,Cleveland Clinic,https://my.clevelandclinic.orgstaff/5431-ryan-goodwin
"Isabelita Guadiz, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/16918-isabelita-guadiz
"Miguel Guelfand, MD",General Surgery,Cleveland Clinic,https://my.clevelandclinic.orgstaff/31457-miguel-guelfand
"Kristin Guilonard, DO",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/27014-kristin-guilonard
"Ajay Gupta, MD",Epilepsy Center,Cleveland Clinic,https://my.clevelandclinic.orgstaff/4898-ajay-gupta
"Anjali Gupta, MD",Pediatric Critical Care Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/30565-anjali-gupta
"David Gurd, MD","Orthopaedic Surgery, Pediatric Institute",Cleveland Clinic,https://my.clevelandclinic.orgstaff/7258-david-gurd
"Anzar Haider, MD",Center for Pediatric Endocrinology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/7278-anzar-haider
"Lakshmi Hanasoge, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/22827-lakshmi-hanasoge
"Lisa Hanna, MD","Internal Medicine and Geriatrics, Primary Care Pediatrics",Cleveland Clinic,https://my.clevelandclinic.orgstaff/4437-lisa-hanna
"Rabi Hanna, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/14628-rabi-hanna
"William Hanna, MD",Pediatric Critical Care Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/21235-william-hanna
"Jessica Hannick, MD",Urology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/32135-jessica-hannick
"Meeghan Hart, MD",Center for Pediatric Pulmonary Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/22220-meeghan-hart
"Tara Hata, MD","Pediatric Anesthesiology, Center for Obstetrical Anesthesiology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/14985-tara-hata
"Lora Hay, CNP",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/17814-lora-hay
"Jacalyn Hazen, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/5748-jacalyn-hazen
"Howard Heching, MD",Pediatric Cardiology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/29025-howard-heching
"Lainie Holman, MD",Pediatric Physical Medicine and Rehabilitation,Cleveland Clinic,https://my.clevelandclinic.orgstaff/21790-lainie-holman
"Sandra Hong, MD",Allergy and Clinical Immunology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/6675-sandra-hong
"Brandon Hopkins, MD","Otolaryngology, Head and Neck Institute",Cleveland Clinic,https://my.clevelandclinic.orgstaff/18455-brandon-hopkins
"David Hornick, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/18625-david-hornick
"Jennifer Hovest, CNP",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/18624-jennifer-hovest
"Gary Hsich, MD","Center for Pediatric Neurosciences, Neurology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/5990-gary-hsich
"Vera Hupertz, MD",Pediatric Gastroenterology Hepatology and Nutrition,Cleveland Clinic,https://my.clevelandclinic.orgstaff/3633-vera-hupertz
"Sabine Iben, MD",Neonatology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/8580-sabine-iben
"Daniela Isakov, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/8146-daniela-isakov
"Veronica Issac, MD",Center for Pediatric Endocrinology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/20156-veronica-issac
"Lauren Jasko, DO",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/31625-lauren-jasko
"Stephanie Jennings, MD",Pediatric Hospital Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/20440-stephanie-jennings
"Vanessa Jensen, PsyD",Center for Pediatric Behavioral Health,Cleveland Clinic,https://my.clevelandclinic.orgstaff/643-vanessa-jensen
"Cynthia Johnson, PhD",Center for Autism,Cleveland Clinic,https://my.clevelandclinic.orgstaff/23095-cynthia-johnson
"Jacqueline Kaari, DO",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/24763-jacqueline-kaari
"Jennifer Kaczmarek, MD",Pediatric Hospital Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/30060-jennifer-kaczmarek
"Arielle Kamps, MD",Endocrinology Diabetes and Metabolism,Cleveland Clinic,https://my.clevelandclinic.orgstaff/26258-arielle-kamps
"Sreenivas Karnati, MD",Neonatology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/18903-sreenivas-karnati
"Marsha Kay, MD",Pediatric Gastroenterology Hepatology and Nutrition,Cleveland Clinic,https://my.clevelandclinic.orgstaff/677-marsha-kay
"Adam Keating, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/5127-adam-keating
"Zelalem Kebede, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/16724-zelalem-kebede
"Michael Kelly, MD, PhD",Pediatric Hematology Oncology and Blood and Marrow Transplantation,Cleveland Clinic,https://my.clevelandclinic.orgstaff/26972-michael-kelly
"Andrew Kern-Goldberger, MD","Pediatric Hospital Medicine, Quantitative Health Sciences",Cleveland Clinic,https://my.clevelandclinic.orgstaff/30061-andrew-kern-goldberger
"Leigh Ann Kerns, MD",Center of Pediatric Allergy and Immunology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/23260-leigh-ann-kerns
"Andrew Kerr, MD",Pediatric Hospital Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/28628-andrew-kerr
"Roy Kim, MD",Center for Pediatric Endocrinology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/20645-roy-kim
"Sandra Kim, MD",Pediatric Gastroenterology Hepatology and Nutrition,Cleveland Clinic,https://my.clevelandclinic.orgstaff/31328-sandra-kim
"Patricia Klaas, PhD","Center for General Neurology, Neurology, Neurosciences, Epilepsy Center",Cleveland Clinic,https://my.clevelandclinic.orgstaff/5479-patricia-klaas
"Jennifer Klemenc, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/23869-jennifer-klemenc
"Eric Kodish, MD","Pediatric Hematology Oncology and Blood and Marrow Transplantation, Center for Bioethics",Cleveland Clinic,https://my.clevelandclinic.orgstaff/5958-eric-kodish
"Rukmini Komarlu, MD","Pediatric Cardiology, Diagnostic Radiology, Cardiovascular Medicine",Cleveland Clinic,https://my.clevelandclinic.orgstaff/18808-rukmini-komarlu
"Michael Koniarczyk, MD","Internal Medicine and Geriatrics, Primary Care Pediatrics",Cleveland Clinic,https://my.clevelandclinic.orgstaff/16405-michael-koniarczyk
"Gregory Kosmorsky, DO",Ophthalmology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/350-gregory-kosmorsky
"Andrew Kostraba, MD","Internal Medicine, Primary Care Pediatrics",Cleveland Clinic,https://my.clevelandclinic.orgstaff/7091-andrew-kostraba
"Prakash Kotagal, MD","Epilepsy Center, Neurology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/1145-prakash-kotagal
"Nathan Kraynack, MD",Center for Pediatric Pulmonary Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/18029-nathan-kraynack
"Sangeeta Krishna, MD",Pediatric Hospital Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/8445-sangeeta-krishna
"Eva Kubiczek-Love, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/17100-eva-kubiczek-love
"Thomas Kuivila, MD","Orthopaedic Surgery, Center for Spine Health",Cleveland Clinic,https://my.clevelandclinic.orgstaff/1645-thomas-kuivila
"Marielle Kulling, DO","Primary Care Pediatrics, Pediatric Hospital Medicine",Cleveland Clinic,https://my.clevelandclinic.orgstaff/26660-marielle-kulling
"Anika Kumar, MD",Pediatric Hospital Medicine,Cleveland Clinic,https://my.clevelandclinic.orgstaff/20942-anika-kumar
"Jacob Kurowski, MD",Pediatric Gastroenterology Hepatology and Nutrition,Cleveland Clinic,https://my.clevelandclinic.orgstaff/19835-jacob-kurowski
"Tania Kurtz, DO",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/26839-tania-kurtz
"Charles Kwon, MD","Center for Pediatric Nephrology and Hypertension, Transplantation Center",Cleveland Clinic,https://my.clevelandclinic.orgstaff/9135-charles-kwon
"Deepak Lachhwani, MD","Epilepsy Center, Neurology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/4571-deepak-lachhwani
"Brooke Lampl, DO",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/18213-brooke-lampl
"Mary LaPlante, MD","Women's Health, Obstetrics and Gynecology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/4289-mary-laplante
"Samir Latifi, MD","Pediatric Critical Care Medicine, Pediatric Cardiology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/21562-samir-latifi
"Andrew Lavik, MD, PhD",Center for Pediatric Endocrinology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/31951-andrew-lavik
"Amy Lee, PhD",Center for Pediatric Behavioral Health,Cleveland Clinic,https://my.clevelandclinic.orgstaff/789-amy-lee
"Mike Leonis, MD, PhD",Pediatric Gastroenterology Hepatology and Nutrition,Cleveland Clinic,https://my.clevelandclinic.orgstaff/26806-mike-leonis
"Kerry Levin, MD","Neuromuscular Center, Neurology, Center for General Neurology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/884-kerry-levin
"Lauren Licina, MD","Pediatric Anesthesiology, Regional Practice Anesthesiology",Cleveland Clinic,https://my.clevelandclinic.orgstaff/22407-lauren-licina
"Kylie Liermann, DO",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/26405-kylie-liermann
"Tracy Lim, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/14379-tracy-lim
"Adriane Lioudis, MD",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/14255-adriane-lioudis
"Sara Lozano, MD",Pediatric Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.orgstaff/5063-sara-lozano
"Holly Luzader, CNP",Primary Care Pediatrics,Cleveland Clinic,https://my.clevelandclinic.orgstaff/25888-holly-luzader
